lakeid,year4,sampledate,taxon,species_code,density,avg_length,comments
"MO",1976,1976-07-21,"SKISTODIAPTOMUS OREGONENSIS",30801,23000.000,,
"MO",1976,1976-07-21,"CALANOIDA COPEPODITES",30000,32000.000,0.690,
"MO",1976,1976-07-21,"ACANTHOCYCLOPS VERNALIS",20101,5000.000,0.940,
"MO",1976,1976-07-21,"DIACYCLOPS THOMASI",20302,27000.000,,
"MO",1976,1976-07-21,"MESOCYCLOPS EDAX",20601,27000.000,0.990,
"MO",1976,1976-07-21,"CYCLOPOIDA COPEPODITES",20000,63000.000,0.470,
"MO",1976,1976-07-21,"COPEPOD NAUPLII",10000,42000.000,0.240,
"MO",1976,1976-07-21,"DAPHNIA MENDOTAE JUVENILE",51103,9000.000,0.900,
"MO",1976,1976-07-21,"DAPHNIA PULICARIA",51130,29000.000,1.500,
"MO",1976,1976-07-21,"DAPHNIA PULICARIA JUVENILE",51130,9000.000,1.050,
"MO",1976,1976-07-21,"DIAPHANOSOMA BIRGEI",51202,7000.000,1.500,
"MO",1976,1976-07-21,"LEPTODORA KINDTI",52301,170.000,,
"MO",1976,1976-07-21,"CONOCHILUS UNICORNIS",60902,1618000.000,0.110,
"MO",1976,1976-08-03,"AGLAODIAPTOMUS CLAVIPES",30901,23000.000,1.420,
"MO",1976,1976-08-03,"LEPTODIAPTOMUS SICILOIDES",30404,190000.000,1.150,
"MO",1976,1976-08-03,"CALANOIDA COPEPODITES",30000,181000.000,0.630,
"MO",1976,1976-08-03,"ACANTHOCYCLOPS VERNALIS",20101,104000.000,1.180,
"MO",1976,1976-08-03,"DIACYCLOPS THOMASI",20302,36000.000,0.910,
"MO",1976,1976-08-03,"MESOCYCLOPS EDAX",20601,54000.000,1.180,
"MO",1976,1976-08-03,"CYCLOPOIDA COPEPODITES",20000,140000.000,0.470,
"MO",1976,1976-08-03,"COPEPOD NAUPLII",10000,68000.000,0.230,
"MO",1976,1976-08-03,"DAPHNIA MENDOTAE JUVENILE",51103,30000.000,0.850,
"MO",1976,1976-08-03,"DAPHNIA PULICARIA",51130,8000.000,1.840,
"MO",1976,1976-08-03,"DAPHNIA PULICARIA JUVENILE",51130,8000.000,0.800,
"MO",1976,1976-08-03,"DIAPHANOSOMA BIRGEI",51202,8000.000,1.100,
"MO",1976,1976-08-03,"DIAPHANOSOMA BIRGEI JUVENILE",51202,17000.000,0.630,
"MO",1976,1976-08-03,"CONOCHILUS UNICORNIS",60902,9700000.000,0.110,
"MO",1976,1976-08-17,"AGLAODIAPTOMUS CLAVIPES",30901,5000.000,1.330,
"MO",1976,1976-08-17,"LEPTODIAPTOMUS SICILOIDES",30404,91000.000,1.180,
"MO",1976,1976-08-17,"CALANOIDA COPEPODITES",30000,146000.000,0.700,
"MO",1976,1976-08-17,"ACANTHOCYCLOPS VERNALIS",20101,112000.000,0.970,
"MO",1976,1976-08-17,"DIACYCLOPS THOMASI",20302,7000.000,0.980,
"MO",1976,1976-08-17,"MESOCYCLOPS EDAX",20601,43000.000,1.010,
"MO",1976,1976-08-17,"COPEPOD NAUPLII",10000,66000.000,0.190,
"MO",1976,1976-08-17,"DAPHNIA MENDOTAE",51103,11000.000,1.840,
"MO",1976,1976-08-17,"DAPHNIA MENDOTAE JUVENILE",51103,21000.000,0.910,
"MO",1976,1976-08-17,"DAPHNIA PULICARIA",51130,11000.000,1.760,
"MO",1976,1976-08-17,"DAPHNIA PULICARIA JUVENILE",51130,38000.000,0.960,
"MO",1976,1976-08-17,"DIAPHANOSOMA BIRGEI",51202,26000.000,1.050,
"MO",1976,1976-08-17,"DIAPHANOSOMA BIRGEI JUVENILE",51202,32000.000,0.680,
"MO",1976,1976-08-17,"CONOCHILUS UNICORNIS",60902,1909000.000,0.110,
"MO",1976,1976-08-31,"AGLAODIAPTOMUS CLAVIPES",30901,6000.000,1.750,
"MO",1976,1976-08-31,"LEPTODIAPTOMUS SICILOIDES",30404,76000.000,1.150,
"MO",1976,1976-08-31,"CALANOIDA COPEPODITES",30000,73000.000,0.690,
"MO",1976,1976-08-31,"ACANTHOCYCLOPS VERNALIS",20101,115000.000,0.990,
"MO",1976,1976-08-31,"DIACYCLOPS THOMASI",20302,26000.000,0.960,
"MO",1976,1976-08-31,"MESOCYCLOPS EDAX",20601,21000.000,1.360,
"MO",1976,1976-08-31,"CYCLOPOIDA COPEPODITES",20000,120000.000,0.520,
"MO",1976,1976-08-31,"COPEPOD NAUPLII",10000,961000.000,0.190,
"MO",1976,1976-08-31,"DAPHNIA MENDOTAE",51103,3000.000,2.090,
"MO",1976,1976-08-31,"DAPHNIA MENDOTAE JUVENILE",51103,5000.000,0.890,
"MO",1976,1976-08-31,"DAPHNIA RETROCURVA",51107,3000.000,1.560,
"MO",1976,1976-08-31,"DIAPHANOSOMA BIRGEI",51202,13000.000,1.230,
"MO",1976,1976-08-31,"DIAPHANOSOMA BIRGEI JUVENILE",51202,26000.000,0.690,
"MO",1976,1976-08-31,"LEPTODORA KINDTI",52301,56.000,,
"MO",1976,1976-08-31,"CONOCHILUS UNICORNIS",60902,270000.000,0.110,
"MO",1976,1976-08-31,"KERATELLA COCHLEARIS",61801,25000.000,,
"MO",1976,1976-09-24,"AGLAODIAPTOMUS CLAVIPES",30901,13000.000,1.280,
"MO",1976,1976-09-24,"LEPTODIAPTOMUS SICILOIDES",30404,242000.000,1.080,
"MO",1976,1976-09-24,"CALANOIDA COPEPODITES",30000,112000.000,0.780,
"MO",1976,1976-09-24,"ACANTHOCYCLOPS VERNALIS",20101,53000.000,0.960,
"MO",1976,1976-09-24,"DIACYCLOPS THOMASI",20302,42000.000,0.910,
"MO",1976,1976-09-24,"MESOCYCLOPS EDAX",20601,35000.000,1.160,
"MO",1976,1976-09-24,"CYCLOPOIDA COPEPODITES",20000,199000.000,0.490,
"MO",1976,1976-09-24,"COPEPOD NAUPLII",10000,98000.000,0.180,
"MO",1976,1976-09-24,"DAPHNIA MENDOTAE",51103,81000.000,1.870,
"MO",1976,1976-09-24,"DAPHNIA MENDOTAE JUVENILE",51103,31000.000,0.960,
"MO",1976,1976-09-24,"DAPHNIA PULICARIA JUVENILE",51130,2000.000,0.770,
"MO",1976,1976-09-24,"DAPHNIA RETROCURVA",51107,22000.000,1.340,
"MO",1976,1976-09-24,"DAPHNIA RETROCURVA JUVENILE",51107,25000.000,1.070,
"MO",1976,1976-09-24,"DIAPHANOSOMA BIRGEI",51202,20000.000,1.180,
"MO",1976,1976-09-24,"DIAPHANOSOMA BIRGEI JUVENILE",51202,24000.000,0.740,
"MO",1976,1976-09-24,"LEPTODORA KINDTI",52301,396.000,,
"MO",1976,1976-09-24,"CONOCHILUS UNICORNIS",60902,28000.000,0.110,
"MO",1976,1976-09-24,"KERATELLA COCHLEARIS",61801,17000.000,,
"MO",1976,1976-10-08,"AGLAODIAPTOMUS CLAVIPES",30901,12000.000,1.420,
"MO",1976,1976-10-08,"LEPTODIAPTOMUS SICILOIDES",30404,95000.000,1.060,
"MO",1976,1976-10-08,"CALANOIDA COPEPODITES",30000,53000.000,0.680,
"MO",1976,1976-10-08,"ACANTHOCYCLOPS VERNALIS",20101,131000.000,1.000,
"MO",1976,1976-10-08,"DIACYCLOPS THOMASI",20302,84000.000,1.100,
"MO",1976,1976-10-08,"MESOCYCLOPS EDAX",20601,30000.000,1.300,
"MO",1976,1976-10-08,"CYCLOPOIDA COPEPODITES",20000,219000.000,0.300,
"MO",1976,1976-10-08,"COPEPOD NAUPLII",10000,753000.000,0.180,
"MO",1976,1976-10-08,"DAPHNIA MENDOTAE",51103,74000.000,1.700,
"MO",1976,1976-10-08,"DAPHNIA MENDOTAE JUVENILE",51103,12000.000,0.780,
"MO",1976,1976-10-08,"DAPHNIA PULICARIA JUVENILE",51130,4000.000,0.850,
"MO",1976,1976-10-08,"DAPHNIA RETROCURVA",51107,8000.000,1.200,
"MO",1976,1976-10-08,"DIAPHANOSOMA BIRGEI",51202,31000.000,1.150,
"MO",1976,1976-10-08,"DIAPHANOSOMA BIRGEI JUVENILE",51202,12000.000,0.710,
"MO",1976,1976-10-08,"LEPTODORA KINDTI",52301,1131.000,,
"MO",1976,1976-10-08,"CONOCHILOIDES NATANS",60802,12000.000,,
"MO",1976,1976-10-08,"KERATELLA COCHLEARIS",61801,12000.000,,
"MO",1976,1976-11-11,"AGLAODIAPTOMUS CLAVIPES",30901,14000.000,1.750,
"MO",1976,1976-11-11,"LEPTODIAPTOMUS SICILOIDES",30404,127000.000,1.120,
"MO",1976,1976-11-11,"SKISTODIAPTOMUS OREGONENSIS",30801,12000.000,1.300,
"MO",1976,1976-11-11,"CALANOIDA COPEPODITES",30000,30000.000,0.700,
"MO",1976,1976-11-11,"ACANTHOCYCLOPS VERNALIS",20101,5000.000,0.850,
"MO",1976,1976-11-11,"DIACYCLOPS THOMASI",20302,205000.000,0.930,
"MO",1976,1976-11-11,"COPEPOD NAUPLII",10000,12000.000,0.180,
"MO",1976,1976-11-11,"DAPHNIA MENDOTAE",51103,15000.000,1.900,
"MO",1976,1976-11-11,"DAPHNIA MENDOTAE JUVENILE",51103,33000.000,0.800,
"MO",1976,1976-11-11,"DAPHNIA PULICARIA",51130,3000.000,1.980,
"MO",1976,1976-11-11,"DAPHNIA RETROCURVA JUVENILE",51107,1000.000,0.960,
"MO",1976,1976-11-11,"DIAPHANOSOMA BIRGEI",51202,15000.000,1.210,
"MO",1976,1976-11-11,"DIAPHANOSOMA BIRGEI JUVENILE",51202,1000.000,0.770,
"MO",1976,1976-11-11,"LEPTODORA KINDTI",52301,112.000,,
"MO",1976,1976-12-22,"AGLAODIAPTOMUS CLAVIPES",30901,25000.000,,
"MO",1976,1976-12-22,"LEPTODIAPTOMUS SICILOIDES",30404,358000.000,1.180,
"MO",1976,1976-12-22,"DIACYCLOPS THOMASI",20302,492000.000,0.980,
"MO",1976,1976-12-22,"TROPOCYCLOPS PRASINUS MEXICANUS",20901,4000.000,,
"MO",1976,1976-12-22,"DAPHNIA MENDOTAE",51103,83000.000,1.950,
"MO",1976,1976-12-22,"DAPHNIA MENDOTAE JUVENILE",51103,88000.000,0.850,
"MO",1976,1976-12-22,"DAPHNIA PARVULA",51105,2000.000,1.050,
"MO",1976,1976-12-22,"DAPHNIA PARVULA JUVENILE",51105,5000.000,0.770,
"MO",1976,1976-12-22,"DAPHNIA PULICARIA",51130,5000.000,2.170,
"MO",1976,1976-12-22,"DIAPHANOSOMA BIRGEI",51202,11000.000,1.100,
"MO",1976,1976-12-22,"KERATELLA COCHLEARIS",61801,8000.000,,
"MO",1977,1977-02-03,"AGLAODIAPTOMUS CLAVIPES",30901,12000.000,1.120,
"MO",1977,1977-02-03,"LEPTODIAPTOMUS SICILOIDES",30404,133000.000,1.080,
"MO",1977,1977-02-03,"CALANOIDA COPEPODITES",30000,17000.000,0.710,
"MO",1977,1977-02-03,"DIACYCLOPS THOMASI",20302,499000.000,1.090,
"MO",1977,1977-02-03,"CYCLOPOIDA COPEPODITES",20000,146000.000,0.440,
"MO",1977,1977-02-03,"COPEPOD NAUPLII",10000,62000.000,0.170,
"MO",1977,1977-02-03,"DAPHNIA MENDOTAE",51103,56000.000,1.710,
"MO",1977,1977-02-03,"DAPHNIA MENDOTAE JUVENILE",51103,28000.000,0.850,
"MO",1977,1977-02-03,"KERATELLA COCHLEARIS",61801,9000.000,,
"MO",1977,1977-03-07,"AGLAODIAPTOMUS CLAVIPES",30901,4000.000,1.860,
"MO",1977,1977-03-07,"LEPTODIAPTOMUS SICILOIDES",30404,83000.000,1.080,
"MO",1977,1977-03-07,"CALANOIDA COPEPODITES",30000,18000.000,0.470,
"MO",1977,1977-03-07,"DIACYCLOPS THOMASI",20302,127000.000,1.000,
"MO",1977,1977-03-07,"CYCLOPOIDA COPEPODITES",20000,75000.000,0.440,
"MO",1977,1977-03-07,"COPEPOD NAUPLII",10000,39000.000,0.190,
"MO",1977,1977-03-07,"DAPHNIA MENDOTAE",51103,49000.000,1.640,
"MO",1977,1977-03-07,"DAPHNIA MENDOTAE JUVENILE",51103,42000.000,0.820,
"MO",1977,1977-03-07,"KELLICOTTIA LONGISPINA",61702,12000.000,,
"MO",1977,1977-03-17,"AGLAODIAPTOMUS CLAVIPES",30901,9000.000,1.910,
"MO",1977,1977-03-17,"LEPTODIAPTOMUS SICILOIDES",30404,120000.000,1.180,
"MO",1977,1977-03-17,"DIACYCLOPS THOMASI",20302,129000.000,1.600,
"MO",1977,1977-03-17,"CYCLOPOIDA COPEPODITES",20000,84000.000,0.590,
"MO",1977,1977-03-17,"COPEPOD NAUPLII",10000,796000.000,0.200,
"MO",1977,1977-03-17,"DAPHNIA MENDOTAE",51103,36000.000,1.420,
"MO",1977,1977-03-17,"DAPHNIA MENDOTAE JUVENILE",51103,45000.000,0.830,
"MO",1977,1977-03-17,"DAPHNIA PULICARIA",51130,3000.000,1.460,
"MO",1977,1977-03-17,"ASPLANCHNA",60300,13000.000,0.260,
"MO",1977,1977-05-16,"AGLAODIAPTOMUS CLAVIPES",30901,4000.000,1.500,
"MO",1977,1977-05-16,"LEPTODIAPTOMUS SICILOIDES",30404,48000.000,1.080,
"MO",1977,1977-05-16,"CALANOIDA COPEPODITES",30000,38000.000,0.600,
"MO",1977,1977-05-16,"DIACYCLOPS THOMASI",20302,67000.000,0.900,
"MO",1977,1977-05-16,"CYCLOPOIDA COPEPODITES",20000,370000.000,0.480,
"MO",1977,1977-05-16,"COPEPOD NAUPLII",10000,1491000.000,0.210,
"MO",1977,1977-05-16,"CHYDORUS SPHAERICUS",51005,18000.000,0.310,
"MO",1977,1977-05-16,"DAPHNIA MENDOTAE",51103,64000.000,1.360,
"MO",1977,1977-05-16,"DAPHNIA MENDOTAE JUVENILE",51103,218000.000,0.980,
"MO",1977,1977-05-16,"DAPHNIA PULICARIA",51130,59000.000,1.500,
"MO",1977,1977-05-16,"DAPHNIA PULICARIA JUVENILE",51130,105000.000,1.110,
"MO",1977,1977-05-16,"CONOCHILUS UNICORNIS",60902,22000.000,,
"MO",1977,1977-05-16,"KERATELLA COCHLEARIS",61801,7000.000,,
"MO",1977,1977-06-14,"AGLAODIAPTOMUS CLAVIPES",30901,5000.000,2.110,
"MO",1977,1977-06-14,"LEPTODIAPTOMUS SICILOIDES",30404,42000.000,1.010,
"MO",1977,1977-06-14,"SKISTODIAPTOMUS OREGONENSIS",30801,21000.000,1.250,
"MO",1977,1977-06-14,"CALANOIDA COPEPODITES",30000,88000.000,0.640,
"MO",1977,1977-06-14,"ACANTHOCYCLOPS VERNALIS",20101,5000.000,1.200,
"MO",1977,1977-06-14,"DIACYCLOPS THOMASI",20302,10000.000,1.110,
"MO",1977,1977-06-14,"MESOCYCLOPS EDAX",20601,16000.000,1.280,
"MO",1977,1977-06-14,"CYCLOPOIDA COPEPODITES",20000,21000.000,0.440,
"MO",1977,1977-06-14,"COPEPOD NAUPLII",10000,442000.000,0.200,
"MO",1977,1977-06-14,"DAPHNIA MENDOTAE",51103,10000.000,1.790,
"MO",1977,1977-06-14,"DAPHNIA MENDOTAE JUVENILE",51103,7000.000,0.760,
"MO",1977,1977-06-14,"DAPHNIA PULICARIA",51130,24000.000,1.740,
"MO",1977,1977-06-14,"DAPHNIA PULICARIA JUVENILE",51130,7000.000,1.160,
"MO",1977,1977-06-14,"LEPTODORA KINDTI",52301,226.000,,
"MO",1977,1977-06-14,"CONOCHILUS UNICORNIS",60902,433000.000,0.120,
"MO",1977,1977-07-28,"AGLAODIAPTOMUS CLAVIPES",30901,1000.000,2.100,
"MO",1977,1977-07-28,"LEPTODIAPTOMUS SICILOIDES",30404,43000.000,1.160,
"MO",1977,1977-07-28,"SKISTODIAPTOMUS OREGONENSIS",30801,4000.000,1.300,
"MO",1977,1977-07-28,"CALANOIDA COPEPODITES",30000,97000.000,0.680,
"MO",1977,1977-07-28,"ACANTHOCYCLOPS VERNALIS",20101,30000.000,1.230,
"MO",1977,1977-07-28,"DIACYCLOPS THOMASI",20302,6000.000,1.940,
"MO",1977,1977-07-28,"MESOCYCLOPS EDAX",20601,11000.000,1.400,
"MO",1977,1977-07-28,"CYCLOPOIDA COPEPODITES",20000,57000.000,0.430,
"MO",1977,1977-07-28,"COPEPOD NAUPLII",10000,30000.000,0.210,
"MO",1977,1977-07-28,"CHYDORUS SPHAERICUS",51005,2000.000,0.310,
"MO",1977,1977-07-28,"DAPHNIA MENDOTAE",51103,2000.000,1.510,
"MO",1977,1977-07-28,"DAPHNIA MENDOTAE JUVENILE",51103,4000.000,0.820,
"MO",1977,1977-07-28,"DAPHNIA PULICARIA",51130,2000.000,1.700,
"MO",1977,1977-07-28,"DAPHNIA PULICARIA JUVENILE",51130,3000.000,1.060,
"MO",1977,1977-07-28,"DIAPHANOSOMA BIRGEI",51202,28000.000,1.040,
"MO",1977,1977-07-28,"DIAPHANOSOMA BIRGEI JUVENILE",51202,55000.000,0.620,
"MO",1977,1977-07-28,"CONOCHILUS UNICORNIS",60902,2131000.000,0.110,
"MO",1977,1977-09-01,"AGLAODIAPTOMUS CLAVIPES",30901,8000.000,1.420,
"MO",1977,1977-09-01,"LEPTODIAPTOMUS SICILOIDES",30404,54000.000,1.060,
"MO",1977,1977-09-01,"CALANOIDA COPEPODITES",30000,45000.000,0.710,
"MO",1977,1977-09-01,"ACANTHOCYCLOPS VERNALIS",20101,56000.000,0.970,
"MO",1977,1977-09-01,"DIACYCLOPS THOMASI",20302,21000.000,0.910,
"MO",1977,1977-09-01,"MESOCYCLOPS EDAX",20601,14000.000,1.160,
"MO",1977,1977-09-01,"CYCLOPOIDA COPEPODITES",20000,134000.000,0.460,
"MO",1977,1977-09-01,"COPEPOD NAUPLII",10000,1008000.000,0.190,
"MO",1977,1977-09-01,"CHYDORUS SPHAERICUS",51005,37000.000,0.300,
"MO",1977,1977-09-01,"DAPHNIA MENDOTAE",51103,6000.000,1.490,
"MO",1977,1977-09-01,"DAPHNIA MENDOTAE JUVENILE",51103,8000.000,0.880,
"MO",1977,1977-09-01,"DAPHNIA PULICARIA",51130,1000.000,1.430,
"MO",1977,1977-09-01,"DAPHNIA PULICARIA JUVENILE",51130,1000.000,0.800,
"MO",1977,1977-09-01,"DAPHNIA RETROCURVA",51107,1000.000,1.210,
"MO",1977,1977-09-01,"DIAPHANOSOMA BIRGEI",51202,7000.000,1.040,
"MO",1977,1977-09-01,"DIAPHANOSOMA BIRGEI JUVENILE",51202,21000.000,0.640,
"MO",1977,1977-09-01,"LEPTODORA KINDTI",52301,509.000,,
"MO",1977,1977-09-01,"CONOCHILUS UNICORNIS",60902,15000.000,,
"MO",1977,1977-09-01,"KERATELLA COCHLEARIS",61801,91000.000,,
"MO",1977,1977-10-13,"LEPTODIAPTOMUS SICILOIDES",30404,297000.000,1.080,
"MO",1977,1977-10-13,"SKISTODIAPTOMUS OREGONENSIS",30801,10000.000,1.270,
"MO",1977,1977-10-13,"CALANOIDA COPEPODITES",30000,165000.000,0.560,
"MO",1977,1977-10-13,"ACANTHOCYCLOPS VERNALIS",20101,118000.000,0.880,
"MO",1977,1977-10-13,"DIACYCLOPS THOMASI",20302,109000.000,0.930,
"MO",1977,1977-10-13,"MESOCYCLOPS EDAX",20601,10000.000,1.100,
"MO",1977,1977-10-13,"CYCLOPOIDA COPEPODITES",20000,237000.000,0.420,
"MO",1977,1977-10-13,"COPEPOD NAUPLII",10000,720000.000,0.170,
"MO",1977,1977-10-13,"CHYDORUS SPHAERICUS",51005,972000.000,0.290,
"MO",1977,1977-10-13,"DAPHNIA MENDOTAE",51103,17000.000,1.520,
"MO",1977,1977-10-13,"DAPHNIA MENDOTAE JUVENILE",51103,51000.000,0.790,
"MO",1977,1977-10-13,"DAPHNIA RETROCURVA",51107,3000.000,1.320,
"MO",1977,1977-10-13,"DAPHNIA RETROCURVA JUVENILE",51107,20000.000,0.860,
"MO",1977,1977-10-13,"DIAPHANOSOMA BIRGEI",51202,88000.000,1.120,
"MO",1977,1977-10-13,"DIAPHANOSOMA BIRGEI JUVENILE",51202,78000.000,0.720,
"MO",1977,1977-10-13,"LEPTODORA KINDTI",52301,339.000,,
"MO",1977,1977-10-13,"CONOCHILUS UNICORNIS",60902,31000.000,,
"MO",1977,1977-10-13,"KERATELLA COCHLEARIS",61801,104000.000,,
"MO",1978,1978-01-24,"LEPTODIAPTOMUS SICILOIDES",30404,32000.000,1.220,
"MO",1978,1978-01-24,"SKISTODIAPTOMUS OREGONENSIS",30801,5000.000,1.000,
"MO",1978,1978-01-24,"DIACYCLOPS THOMASI",20302,182000.000,1.100,
"MO",1978,1978-01-24,"TROPOCYCLOPS PRASINUS MEXICANUS",20901,9000.000,0.980,
"MO",1978,1978-01-24,"CYCLOPOIDA COPEPODITES",20000,8000.000,0.370,
"MO",1978,1978-01-24,"COPEPOD NAUPLII",10000,1086000.000,0.160,
"MO",1978,1978-01-24,"BOSMINA LONGIROSTRIS",50701,8000.000,0.420,
"MO",1978,1978-01-24,"CHYDORUS SPHAERICUS",51005,5000.000,0.310,
"MO",1978,1978-01-24,"DAPHNIA MENDOTAE",51103,117000.000,1.300,
"MO",1978,1978-01-24,"DAPHNIA MENDOTAE JUVENILE",51103,8000.000,0.970,
"MO",1978,1978-01-24,"DAPHNIA PULICARIA",51130,6000.000,,
"MO",1978,1978-01-24,"EUBOSMINA COREGONI",51501,3000.000,0.510,
"MO",1978,1978-01-24,"KERATELLA COCHLEARIS",61801,23000.000,0.110,
"MO",1978,1978-03-15,"AGLAODIAPTOMUS CLAVIPES",30901,3000.000,0.980,
"MO",1978,1978-03-15,"LEPTODIAPTOMUS SICILOIDES",30404,52000.000,1.200,
"MO",1978,1978-03-15,"CALANOIDA COPEPODITES",30000,6000.000,0.460,
"MO",1978,1978-03-15,"ACANTHOCYCLOPS VERNALIS",20101,6000.000,,
"MO",1978,1978-03-15,"DIACYCLOPS THOMASI",20302,165000.000,1.000,
"MO",1978,1978-03-15,"CYCLOPOIDA COPEPODITES",20000,70000.000,0.340,
"MO",1978,1978-03-15,"COPEPOD NAUPLII",10000,3900000.000,0.240,
"MO",1978,1978-03-15,"BOSMINA LONGIROSTRIS",50701,8000.000,0.250,
"MO",1978,1978-03-15,"DAPHNIA MENDOTAE",51103,16000.000,1.330,
"MO",1978,1978-03-15,"DAPHNIA MENDOTAE JUVENILE",51103,22000.000,1.070,
"MO",1978,1978-03-15,"FILINIA",61400,7000.000,,
"MO",1978,1978-03-15,"KERATELLA COCHLEARIS",61801,26000.000,0.150,
"MO",1978,1978-03-15,"KERATELLA QUADRATA",61806,125000.000,,
"MO",1978,1978-03-15,"POLYARTHRA",63000,15000.000,,
"MO",1978,1978-04-26,"LEPTODIAPTOMUS SICILOIDES",30404,56000.000,1.050,
"MO",1978,1978-04-26,"CALANOIDA COPEPODITES",30000,16000.000,0.380,
"MO",1978,1978-04-26,"DIACYCLOPS THOMASI",20302,99000.000,1.100,
"MO",1978,1978-04-26,"MESOCYCLOPS EDAX",20601,4000.000,1.300,
"MO",1978,1978-04-26,"CYCLOPOIDA COPEPODITES",20000,1513000.000,0.300,
"MO",1978,1978-04-26,"COPEPOD NAUPLII",10000,173000.000,0.170,
"MO",1978,1978-04-26,"CHYDORUS SPHAERICUS",51005,16000.000,,
"MO",1978,1978-04-26,"DAPHNIA MENDOTAE JUVENILE",51103,5000.000,0.580,
"MO",1978,1978-04-26,"KERATELLA QUADRATA",61806,50000.000,0.170,
"MO",1978,1978-04-26,"SYNCHAETA",63400,908000.000,0.210,
"MO",1978,1978-05-10,"LEPTODIAPTOMUS SICILOIDES",30404,18000.000,1.000,
"MO",1978,1978-05-10,"CALANOIDA COPEPODITES",30000,23000.000,0.420,
"MO",1978,1978-05-10,"DIACYCLOPS THOMASI",20302,746000.000,1.110,
"MO",1978,1978-05-10,"MESOCYCLOPS EDAX",20601,5000.000,1.200,
"MO",1978,1978-05-10,"CYCLOPOIDA COPEPODITES",20000,783000.000,0.730,
"MO",1978,1978-05-10,"COPEPOD NAUPLII",10000,1418000.000,0.170,
"MO",1978,1978-05-10,"BOSMINA LONGIROSTRIS",50701,17000.000,0.290,
"MO",1978,1978-05-10,"CHYDORUS SPHAERICUS",51005,10000.000,0.210,
"MO",1978,1978-05-10,"DAPHNIA MENDOTAE",51103,6000.000,1.350,
"MO",1978,1978-05-10,"DAPHNIA MENDOTAE JUVENILE",51103,6000.000,0.780,
"MO",1978,1978-05-10,"CONOCHILOIDES NATANS",60802,120000.000,,
"MO",1978,1978-05-10,"CONOCHILUS UNICORNIS",60902,92000.000,,
"MO",1978,1978-05-10,"FILINIA",61400,5000.000,,
"MO",1978,1978-05-10,"KERATELLA COCHLEARIS",61801,92000.000,,
"MO",1978,1978-05-10,"KERATELLA QUADRATA",61806,930000.000,0.150,
"MO",1978,1978-05-10,"NOTHOLCA",62600,23000.000,,
"MO",1978,1978-05-24,"LEPTODIAPTOMUS SICILOIDES",30404,14000.000,1.060,
"MO",1978,1978-05-24,"CALANOIDA COPEPODITES",30000,105000.000,0.420,
"MO",1978,1978-05-24,"ACANTHOCYCLOPS VERNALIS",20101,19000.000,1.000,
"MO",1978,1978-05-24,"DIACYCLOPS THOMASI",20302,67000.000,0.980,
"MO",1978,1978-05-24,"MESOCYCLOPS EDAX",20601,4000.000,1.200,
"MO",1978,1978-05-24,"CYCLOPOIDA COPEPODITES",20000,1031000.000,0.500,
"MO",1978,1978-05-24,"COPEPOD NAUPLII",10000,487000.000,0.140,
"MO",1978,1978-05-24,"ALONA",50300,7000.000,0.230,
"MO",1978,1978-05-24,"BOSMINA LONGIROSTRIS",50701,39000.000,0.480,
"MO",1978,1978-05-24,"CHYDORUS SPHAERICUS",51005,72000.000,0.270,
"MO",1978,1978-05-24,"DAPHNIA MENDOTAE",51103,22000.000,1.550,
"MO",1978,1978-05-24,"DAPHNIA MENDOTAE JUVENILE",51103,63000.000,0.790,
"MO",1978,1978-08-15,"CALANOIDA COPEPODITES",30000,115000.000,0.800,
"MO",1978,1978-05-24,"DIAPHANOSOMA BIRGEI JUVENILE",51202,3000.000,0.550,
"MO",1978,1978-05-24,"CONOCHILOIDES NATANS",60802,153000.000,,
"MO",1978,1978-05-24,"KERATELLA COCHLEARIS",61801,611000.000,,
"MO",1978,1978-05-24,"KERATELLA QUADRATA",61806,4803000.000,,
"MO",1978,1978-05-24,"NOTHOLCA",62600,10000.000,,
"MO",1978,1978-05-24,"POLYARTHRA",63000,153000.000,,
"MO",1978,1978-06-19,"LEPTODIAPTOMUS SICILOIDES",30404,52000.000,1.270,
"MO",1978,1978-06-19,"CALANOIDA COPEPODITES",30000,352000.000,0.700,
"MO",1978,1978-06-19,"ACANTHOCYCLOPS VERNALIS",20101,79000.000,1.020,
"MO",1978,1978-06-19,"DIACYCLOPS THOMASI",20302,54000.000,0.800,
"MO",1978,1978-06-19,"TROPOCYCLOPS PRASINUS MEXICANUS",20901,3000.000,0.960,
"MO",1978,1978-06-19,"CYCLOPOIDA COPEPODITES",20000,106000.000,0.300,
"MO",1978,1978-06-19,"COPEPOD NAUPLII",10000,437000.000,0.240,
"MO",1978,1978-06-19,"BOSMINA LONGIROSTRIS",50701,60000.000,0.250,
"MO",1978,1978-06-19,"CHYDORUS SPHAERICUS",51005,33000.000,0.250,
"MO",1978,1978-06-19,"DAPHNIA MENDOTAE",51103,74000.000,1.470,
"MO",1978,1978-06-19,"DAPHNIA MENDOTAE JUVENILE",51103,43000.000,0.970,
"MO",1978,1978-06-19,"DAPHNIA PULICARIA",51130,1000.000,1.420,
"MO",1978,1978-06-19,"DAPHNIA PULICARIA JUVENILE",51130,3000.000,1.000,
"MO",1978,1978-06-19,"DAPHNIA RETROCURVA",51107,1000.000,1.260,
